Section,Project,Provenance,Statement,Detail,Source
Headline finds,,RECORD,CFTOD / Walt Disney World: Approve the First Amendment to Roadway Expansion Land Dedication and Reimbursement Agreement and authorize the District Administrator or her designee to execute same,2026-01-23 | Central Florida Tourism Oversight District,https://www.oversightdistrict.org/wp-content/uploads/2026/01/1-23-2026-BOS-Agenda-Packet-FINALcs.pdf#item-6.2-p12
Headline finds,,PRESS,"Metropolitan Park / Willets Point: As $9B Reshapes NYC's 'Valley Of Ashes,' Developers Remain On The Sidelines",2026-06-07 | New York City,https://www.bisnow.com/new-york/news/economic-development/9b-reshapes-nycs-valley-of-ashes-willets-point-developers-remain-sidelined-134897
Headline finds,,RECORD,   Proposed Project represents the second phase of a three-phased development plan for the Willets Point Special District...,,https://data.cityofnewyork.us/City-Government/CEQR-Projects/gezn-7mgk/explore/query/SELECT%20*%20WHERE%20ceqr%3D'23DME005Q'/page/filter
Headline finds,,RECORD,Tropicana Land resort: WS-26-0113: Holdover waiver of development standards for modified driveway geometrics and Design review for a resort hotel,2026-07-21 | Clark County,https://clark.legistar.com/gateway.aspx?M=l&ID=110434
Headline finds,,RECORD,"   Tropicana land, LLC: Waiver of development standards for modified driveway geometrics.",,https://www.clarkcountynv.gov/adobe/assets/urn:aaid:aem:37306b9c-ced5-4918-bd11-52fed3983e98/original/as/Paradise-Minutes-031026.pdf#item-ws-26-0113
Headline finds,,RECORD,World Buddhism Association Headquarters & MGM-Grand Bally's: UC-25-0544: Use Permit and Design Review for a recreational or entertainment facility,2026-07-14 | Clark County,https://www.clarkcountynv.gov/adobe/assets/urn:aaid:aem:35f66646-63c2-45e2-8052-2833536974fb/original/as/Winchester-Agenda-071426.pdf#item-ar-26-400041+uc-25-0544
Headline finds,,RECORD,"   World buddhism association headquarters & Mgm-grand bally's, LLC lease: Use permit first application for review for a recreational or entertainment facility.",,https://www.clarkcountynv.gov/adobe/assets/urn:aaid:aem:35f66646-63c2-45e2-8052-2833536974fb/original/as/Winchester-Agenda-071426.pdf#item-ar-26-400041+uc-25-0544
Headline finds,,RECORD,Platinum Triangle / PT Metro: Establish new development timeframes and performance time schedule for Development Agreement No. 2005-00008,2026-01-26 | Anaheim,https://anaheim.granicus.com/AgendaViewer.php?view_id=2&clip_id=3560#item-h9f77764dd1e5
Headline finds,,RECORD,"   Development agreement no. 2005-00008 Addendum no. 4 To platinum triangle expansion project mitigation monitoring plan no. 321 Applicant : PT Metro, LLC and Joey Caucas; 20 Enterprise, Suite #125...",,https://anaheim.granicus.com/AgendaViewer.php?view_id=2&clip_id=3560#item-h9f77764dd1e5
Headline finds,,RECORD,"Spring Valley Ice Rink: UC-26-0302: Use permit to allow outdoor storage, Waivers of development standards (eliminate electric vehicle charging spaces and modified driveway geometrics), and Design review for a proposed recreational and entertainment facility (ice rink)",2026-07-07 | Clark County,https://clark.legistar.com/gateway.aspx?M=l&ID=110314
Headline finds,,RECORD,Mirage Propco casino: DR-26-0313: Design review for a proposed theater expansion in conjunction with a previously approved resort hotel (Hard Rock Hotel & Casino),2026-07-21 | Clark County,https://clark.legistar.com/gateway.aspx?M=l&ID=110419
Headline finds,,RECORD,"   Mirage propco, LLC: Design review for a proposed theater expansion in conjunction with a previously approved resort hotel (Hard Rock Hotel & Casino) on a portion of 76.93 acres in a CR (Commercial Res...",,https://www.clarkcountynv.gov/adobe/assets/urn:aaid:aem:f2230185-e6cc-40df-935a-216f5e9bc986/original/as/Paradise-Minutes-063026.pdf#item-dr-26-0313
Entertainment/Attractions,Spring Valley Ice Rink,,"Records show 1 filing, dated 2026-07-07.",Clark County | filed,
Entertainment/Attractions,Spring Valley Ice Rink,RECORD,"Party: Rdxnwp, LLC","applicant | No phone or email in the record, and no other name alongside it.",https://clark.legistar.com/gateway.aspx?M=l&ID=110682
Entertainment/Attractions,Spring Valley Ice Rink,RECORD,Party: Kaempfer Crowell,"representative | Jennifer Lazovich | 1980 Festival Plaza Drive #650, Las Vegas, NV 89135 | No phone or email in the record.",https://clark.legistar.com/gateway.aspx?M=l&ID=110682
Entertainment/Attractions,Spring Valley Ice Rink,RECORD,Party: Jennifer Lazovich,contact named in the filing | Kaempfer Crowell | No phone or email in the record.,https://clark.legistar.com/gateway.aspx?M=l&ID=110682
Entertainment/Attractions,Spring Valley Ice Rink,RECORD,"2026-07-07. Use permit to allow outdoor storage, Waivers of development standards (eliminate electric vehicle charging spaces and modified driveway geometrics), and Design review for a proposed recreational and entertainment facility (ice rink)",UC-26-0302 | 7.02 acre | 10.85 acres | Contact: Jennifer Lazovich. No phone or email in the record.,https://clark.legistar.com/gateway.aspx?M=l&ID=110314
Entertainment/Attractions,OCVibe,RECORD,"Approve Cooperative Agreement No. 12-0876, in substantial form, with Caltrans for design (plans, specifications, and estimates) services for the Northbound SR-57 Off-Ramp to Katella Avenue...",Anaheim | approved,https://anaheim.granicus.com/AgendaViewer.php?view_id=2&clip_id=3618#item-h84e398be28a0
Entertainment/Attractions,OCVibe,,Records show 4 filings and 4 press reports between 2026-02-06 and 2026-07-13.,Anaheim | approved,
Entertainment/Attractions,OCVibe,RECORD,"Party: Anaheim Real Estate Partners, LLC","applicant | No phone or email in the record, and no other name alongside it.",https://anaheim.granicus.com/AgendaViewer.php?view_id=2&clip_id=3618#item-h84e398be28a0
Entertainment/Attractions,OCVibe,RECORD,"Party: Anaheim Real Estate Partners, LLC, TS Anaheim, LLC and FCD, LLC (OCVIBE)","applicant | No phone or email in the record, and no other name alongside it.",https://anaheim.granicus.com/DocumentViewer.php?file=anaheim_7f2f654f7555addc70231de198fa22d9.pdf&view=1#item-h9f002fc7dbca
Entertainment/Attractions,OCVibe,RECORD,Party: Lisandro Orozco,contact named in the filing | lorozco@anaheim.net,https://anaheim.granicus.com/DocumentViewer.php?file=anaheim_45b322ae69423ed7f4d96ffe8e8de725.pdf&view=1#item-h9fe8d90cfc0b
Entertainment/Attractions,OCVibe,RECORD,Party: Stacy Tran,contact named in the filing | STran@anaheim.net,https://www.anaheim.net/DocumentCenter/View/66931/Planning-Commission-Action-Agenda---10202025#item-h6dc7e70418cc
Entertainment/Attractions,OCVibe,,"8 further records name the body that brought this matter forward (City of Anaheim). That is who moved it in government rather than who is behind it, so it is not listed above as a party to approach.",Anaheim | approved,
Entertainment/Attractions,OCVibe,RECORD,2026-02-06. OCVibe Residential Phase I,,https://ceqanet.lci.ca.gov/Project/2004121045
Entertainment/Attractions,OCVibe,RECORD,"2026-04-20. Approve Amendment No. 2 to Bond Purchase Agreement between the City of Anaheim, the Public Financing Authority, and JP Morgan amending the scheduled completion date to no later than June 25, 2027 for the parking decks associated with the OCVibe Project; and authorize the Finance Director to execute the amendment",,https://anaheim.granicus.com/AgendaViewer.php?view_id=2&clip_id=3606#item-h11f1fc13fc80
Entertainment/Attractions,OCVibe,PRESS,2026-05-05. OCVibe | The new heart of Orange County,,https://www.ocvibe.com/news/ocvibe-and-award-winning-art-and-design-studio-futureforms-unveil-plans-for-historic-arts-program-in-southern-california
Entertainment/Attractions,OCVibe,RECORD,2026-05-11. Approve Cooperative Agreement No. 12-0876 with Caltrans for design services and Cooperative Agreement No. 12-0877 with Caltrans for right-of-way services for SR-57 off-ramps,,https://anaheim.granicus.com/AgendaViewer.php?view_id=2&clip_id=3618#item-h84e398be28a0
Entertainment/Attractions,OCVibe,PRESS,2026-05-17. Southern California gets $4B mega music venue in giant...,,https://nypost.com/2026/05/18/lifestyle/southern-california-lands-mega-venue-in-new-entertainment-district/
Entertainment/Attractions,OCVibe,PRESS,2026-05-31. First Phase of $4B OCVibe Takes Shape,,https://www.ocbj.com/oc-homepage/first-phase-of-4b-ocvibe-takes-shape/
Entertainment/Attractions,OCVibe,PRESS,"2026-06-22. 2525 E Katella Ave, Anaheim, CA 92806 - The Weave...",,https://www.loopnet.com/Listing/2525-E-Katella-Ave-Anaheim-CA/29241061/
Entertainment/Attractions,OCVibe,RECORD,2026-07-13. Determination that property owner has complied in good faith with the terms and conditions of Amended and Restated Development Agreement No. 2020-00004 for the 2025-2026 review period for the OCVibe Site Master Plan project,"Players: Anaheim Real Estate Partners, LLC, TS Anaheim, LLC and FCD, LLC (OCVIBE) (applicant)",https://anaheim.granicus.com/DocumentViewer.php?file=anaheim_7f2f654f7555addc70231de198fa22d9.pdf&view=1#item-h9f002fc7dbca
Entertainment/Attractions,Disneyland Resort,RECORD,"Approve the Cooperative Agreement with Walt Disney Parks and Resorts U.S., INC., in the amount estimated at $10,030,000, for funding, design...",Anaheim | approved,https://anaheim.granicus.com/AgendaViewer.php?view_id=2&clip_id=3511#item-h2d4a3a6c3f2a
Entertainment/Attractions,Disneyland Resort,,Records show 4 filings on the first amended and restated development agreement between 2024-05-08 and 2026-06-22.,Anaheim | approved,
Entertainment/Attractions,Disneyland Resort,RECORD,"Party: Walt Disney Parks and Resorts U.S., Inc.","applicant | No phone or email in the record, and no other name alongside it.",https://anaheim.granicus.com/AgendaViewer.php?view_id=2&clip_id=3636#item-h5cf18daa4ec3
Entertainment/Attractions,Disneyland Resort,RECORD,Party: Disneyland,"applicant | No phone or email in the record, and no other name alongside it.",https://ceqanet.lci.ca.gov/Project/2021100402
Entertainment/Attractions,Disneyland Resort,RECORD,"Party: Walt Disney Parks and Resorts US, Inc.","applicant | No phone or email in the record, and no other name alongside it.",https://anaheim.granicus.com/DocumentViewer.php?file=anaheim_5713ee926e19136cdccede9cc8a3ce47.pdf&view=1#item-h72954c9ae56e
Entertainment/Attractions,Disneyland Resort,,"One further record names the body that brought this matter forward (City of Anaheim). That is who moved it in government rather than who is behind it, so it is not listed above as a party to approach.",Anaheim | approved,
Entertainment/Attractions,Disneyland Resort,RECORD,2024-05-08. DisneylandForward Project,Players: Disneyland (applicant),https://ceqanet.lci.ca.gov/Project/2021100402
Entertainment/Attractions,Disneyland Resort,RECORD,2025-06-16. Determine compliance in good faith with terms and conditions of First Amended and Restated Development Agreement No. 96-01 for the 2024-2025 review period,,https://anaheim.granicus.com/AgendaViewer.php?view_id=2&clip_id=3425#item-h86fdaecda3ed
Entertainment/Attractions,Disneyland Resort,RECORD,"2025-10-27. Approve Cooperative Agreement for funding, design, and construction of Katella Avenue Widening","$10,030,000",https://anaheim.granicus.com/AgendaViewer.php?view_id=2&clip_id=3511#item-h2d4a3a6c3f2a
Entertainment/Attractions,Disneyland Resort,RECORD,2026-06-22. Determination of good faith compliance with the terms and conditions of the First Amended and Restated Development Agreement No. 96-01 for the 2025-2026 review period for the Disneyland Resort Project,"Players: Walt Disney Parks and Resorts US, Inc. (applicant)",https://anaheim.granicus.com/DocumentViewer.php?file=anaheim_5713ee926e19136cdccede9cc8a3ce47.pdf&view=1#item-h72954c9ae56e
Entertainment/Attractions,CFTOD / Walt Disney World,,Records show 3 filings between 2026-01-01 and 2026-01-23.,Central Florida Tourism Oversight District | under construction,
Entertainment/Attractions,CFTOD / Walt Disney World,RECORD,Party: Walt Disney Parks & Resorts U.S. Inc.,"applicant | No phone or email in the record, and no other name alongside it.",https://www.oversightdistrict.org/wp-content/uploads/2026/01/1-23-2026-BOS-Agenda-Packet-FINALcs.pdf#item-6.4-p146
Entertainment/Attractions,CFTOD / Walt Disney World,,"4 further records name the body that brought this matter forward (Katherine Luetzow, Director, Planning & Engineering; Katherine Luetzow, Director, Planning & Engineering Department: Public Works; Craig Sandt, Director of Construction Management). That is who moved it in government rather than who is behind it, so it is not listed above as a party to approach.",Central Florida Tourism Oversight District | under construction,
Entertainment/Attractions,CFTOD / Walt Disney World,RECORD,2026-01-01. CFTOD 2045 Comprehensive Plan - entertainment / recreation provisions (p.21),,https://www.oversightdistrict.org/wp-content/uploads/2026/01/2045-CFTOD-Comprehensive-Plan.pdf#plan-p21
Entertainment/Attractions,CFTOD / Walt Disney World,RECORD,2026-01-23. Approve the First Amendment to Roadway Expansion Land Dedication and Reimbursement Agreement and authorize the District Administrator or her designee to execute same,,https://www.oversightdistrict.org/wp-content/uploads/2026/01/1-23-2026-BOS-Agenda-Packet-FINALcs.pdf#item-6.2-p12
Entertainment/Attractions,CFTOD / Walt Disney World,RECORD,2026-01-23. Approve the District Administrator to execute a Non-exclusive temporary easement with permanent easement for underground communication lines,,https://www.oversightdistrict.org/wp-content/uploads/2026/01/1-23-2026-BOS-Agenda-Packet-FINALcs.pdf#item-6.4-p146
Mixed-Use/Real Estate,Platinum Triangle / PT Metro,RECORD,"Development agreement no. 2005-00008 Addendum no. 4 To platinum triangle expansion project mitigation monitoring plan no. 321 Applicant : PT Metro, LLC and Joey Caucas; 20 Enterprise, Suite #125...",Anaheim | approved,https://anaheim.granicus.com/AgendaViewer.php?view_id=2&clip_id=3560#item-h9f77764dd1e5
Mixed-Use/Real Estate,Platinum Triangle / PT Metro,,Records show 8 filings between 2025-01-13 and 2026-01-26.,Anaheim | approved,
Mixed-Use/Real Estate,Platinum Triangle / PT Metro,RECORD,Party: PT Metro,applicant | LLC and Joey Caucas | No phone or email in the record.,https://anaheim.granicus.com/AgendaViewer.php?view_id=2&clip_id=3560#item-h9f77764dd1e5
Mixed-Use/Real Estate,Platinum Triangle / PT Metro,RECORD,Party: Christine Nguyen,contact named in the filing | CNguyen2@anaheim.net | Also presenter on 1 other project in our register: 1 in Anaheim.,https://anaheim.granicus.com/DocumentViewer.php?file=anaheim_2bfcbb0f5f83e7b944ef537de2b1fd4a.pdf&view=1#item-ha13a91a5c59d
Mixed-Use/Real Estate,Platinum Triangle / PT Metro,RECORD,Party: Joey Caucas,"contact named in the filing | No phone or email in the record, and no other name alongside it.",https://anaheim.granicus.com/AgendaViewer.php?view_id=2&clip_id=3560#item-h9f77764dd1e5
Mixed-Use/Real Estate,Platinum Triangle / PT Metro,RECORD,2025-01-13. Adoption of Ordinance No. 6601 amending multiple chapters of Title 18 (Zoning) of the Anaheim Municipal Code and adjustments to multiple specific plans,ORDINANCE No. 6601,https://anaheim.granicus.com/AgendaViewer.php?view_id=2&clip_id=3305#item-h9b4b4aa880b3
Mixed-Use/Real Estate,Platinum Triangle / PT Metro,RECORD,"2025-03-23. City-initiated General Plan Amendments to update the General Plan Land Use and Circulation Elements, and adopt a new Environmental Justice Element; amendments to Title 18 (Zoning) of the Anaheim Municipal Code; Zoning Reclassification amending the Zoning Map...",DEVELOPMENT APPLICATION No. 2021-00223,https://anaheim.granicus.com/DocumentViewer.php?file=anaheim_e5a905658061a35b9fb393c9f24d881a.pdf&view=1#item-h0ec28bc385d7
Mixed-Use/Real Estate,Platinum Triangle / PT Metro,RECORD,"2025-04-21. Adopt 2021-2029 Housing Element; update General Plan Land Use, Circulation, and Environmental Justice Elements; amend Title 18 (Zoning) of Anaheim Municipal Code; reclassify zoning; amend Platinum Triangle Master Land Use Plan; adjust Anaheim Canyon Specific Plan No. 2015-1 and Beach Boulevard Specific Plan No...",DEVELOPMENT APPLICATION No. 2021-00002,https://anaheim.granicus.com/AgendaViewer.php?view_id=2&clip_id=3384#item-h5b6c84ab98c9
Mixed-Use/Real Estate,Platinum Triangle / PT Metro,RECORD,"2025-05-12. (Adoption) An ordinance of the city of anaheim; amending Chapters 18.06 (Multiple-Family Residential Zones), 18.10 (Industrial Zone), 18.14 (Public and Special-Purpose Zones), 1...",ORDINANCE No. 6609,https://anaheim.granicus.com/AgendaViewer.php?view_id=2&clip_id=3398#item-h4c01cf1c0349
Mixed-Use/Real Estate,Platinum Triangle / PT Metro,RECORD,"2025-08-10. General Plan Amendment to update the General Plan Land Use Element Table LU-2 (Residential Land Use Designations); amendments to Title 18 (Zoning) of the Anaheim Municipal Code modifying Chapters 18.06 (Multiple-Family Residential Zones), 18.12 (Mixed-Use Zone), and 18.52 (Housing Incentives)",DEVELOPMENT APPLICATION No. 2021-00223 | Contact: Christine Nguyen. CNguyen2@anaheim.net.,https://anaheim.granicus.com/DocumentViewer.php?file=anaheim_2bfcbb0f5f83e7b944ef537de2b1fd4a.pdf&view=1#item-ha13a91a5c59d
Mixed-Use/Real Estate,Platinum Triangle / PT Metro,RECORD,2025-08-11. Levying Special Taxes within City of Anaheim Community Facilities District No. 06-2 (Stadium Lofts) and Community Facilities District No. 08-1 (Platinum Triangle),,https://anaheim.granicus.com/AgendaViewer.php?view_id=2&clip_id=3461#item-h4e3dc2abd4c4
Mixed-Use/Real Estate,Platinum Triangle / PT Metro,RECORD,2025-12-15. Determine non-compliance with Amended and Restated Development Agreement and direct staff to provide notice of intent to establish new development timeframes,"Players: PT Metro, LLC (applicant)",https://anaheim.granicus.com/AgendaViewer.php?view_id=2&clip_id=3542#item-h4d8938c8638b
Mixed-Use/Real Estate,Platinum Triangle / PT Metro,RECORD,2026-01-26. Establish new development timeframes and performance time schedule for Development Agreement No. 2005-00008,Contact: Joey Caucas. No phone or email in the record.,https://anaheim.granicus.com/AgendaViewer.php?view_id=2&clip_id=3560#item-h9f77764dd1e5
Hospitality/Tourism,Heart Hotel / Kulik River,RECORD,Tentative map consisting of 1 commercial lot on 11.95 acres in a CR (Commercial Resort) Zone within the Airport Environs (AE-60) Overlay.,Clark County | permitted,https://www.clarkcountynv.gov/adobe/assets/urn:aaid:aem:bcdf1925-6c37-4308-b6f6-c718c78c9183/original/as/Paradise-Minutes-052626.pdf#item-tm-26-500056
Hospitality/Tourism,Heart Hotel / Kulik River,,Records show 5 filings and 3 press reports between 2026-05-26 and 2026-07-24.,Clark County | permitted,
Hospitality/Tourism,Heart Hotel / Kulik River,RECORD,"Party: Kulik River Capital, LLC","applicant | No phone or email in the record, and no other name alongside it.",https://clark.legistar.com/gateway.aspx?M=l&ID=110427
Hospitality/Tourism,Heart Hotel / Kulik River,RECORD,Party: Lorenzo Doumani,"applicant; contact named in the filing | No phone or email in the record, and no other name alongside it.",https://clark.legistar.com/gateway.aspx?M=l&ID=109036
Hospitality/Tourism,Heart Hotel / Kulik River,RECORD,"Party: 305 Ccd, LLC","applicant | No phone or email in the record, and no other name alongside it.",https://clark.legistar.com/gateway.aspx?M=l&ID=109037
Hospitality/Tourism,Heart Hotel / Kulik River,RECORD,Party: Formula 1 Las Vegas Grand Prix,"applicant | No phone or email in the record, and no other name alongside it.",https://clark.legistar.com/gateway.aspx?M=l&ID=109817
Hospitality/Tourism,Heart Hotel / Kulik River,RECORD,"Party: Greengale Properties, LLC","applicant | No phone or email in the record, and no other name alongside it.",https://clark.legistar.com/gateway.aspx?M=l&ID=107991
Hospitality/Tourism,Heart Hotel / Kulik River,RECORD,Party: Hatchwell Studios,"applicant | No phone or email in the record, and no other name alongside it.",https://clark.legistar.com/gateway.aspx?M=l&ID=108501
Hospitality/Tourism,Heart Hotel / Kulik River,RECORD,Party: Kelly Lawson,"applicant | No phone or email in the record, and no other name alongside it.",https://clark.legistar.com/gateway.aspx?M=l&ID=109486
Hospitality/Tourism,Heart Hotel / Kulik River,RECORD,"Party: LV Diamond Property I, LLC","applicant | No phone or email in the record, and no other name alongside it.",https://www.clarkcountynv.gov/adobe/assets/urn:aaid:aem:f1a4b305-a7fb-49f7-a5fe-06ab39312955/original/as/Paradise-Minutes-042826.pdf#item-ar-26-400027+uc-22-0556
Hospitality/Tourism,Heart Hotel / Kulik River,RECORD,"Party: MSG Las Vegas, LLC","applicant | No phone or email in the record, and no other name alongside it.",https://clark.legistar.com/gateway.aspx?M=l&ID=107709
Hospitality/Tourism,Heart Hotel / Kulik River,RECORD,"Party: Uncommons Living BLDG 1, LLC","applicant | No phone or email in the record, and no other name alongside it.",https://clark.legistar.com/gateway.aspx?M=l&ID=108370
Hospitality/Tourism,Heart Hotel / Kulik River,RECORD,Party: Nancy Amundsen,"representative; contact named in the filing | Brown, Brown, & Premsrirut | 520 S. 4th Street, Las Vegas, NV 89101 | No phone or email in the record.",https://clark.legistar.com/gateway.aspx?M=l&ID=110427
Hospitality/Tourism,Heart Hotel / Kulik River,RECORD,Party: Lebene Aidam-ohene,"representative | Brown Brown & Premsrirut | 520 S. Fourth Street #200, Las Vegas, NV 89101 | No phone or email in the record.",https://clark.legistar.com/gateway.aspx?M=l&ID=109486
Hospitality/Tourism,Heart Hotel / Kulik River,PRESS,Party: Eli Applebaum,"named in press coverage | No phone or email in the record, and no other name alongside it.",https://traveltomorrow.com/new-heart-shaped-hotel-approved-for-las-vegas-strip-sparks-debate-over-tacky-design/
Hospitality/Tourism,Heart Hotel / Kulik River,RECORD,"2026-05-26. Use permits to expand gaming enterprise district, construct resort hotel, and construct recreational facility; waiver of development standards for non-standard improvements in right-of-way; design review for proposed resort hotel and recreational facility",UC-26-0219,https://www.clarkcountynv.gov/adobe/assets/urn:aaid:aem:bcdf1925-6c37-4308-b6f6-c718c78c9183/original/as/Paradise-Minutes-052626.pdf#item-uc-26-0219
Hospitality/Tourism,Heart Hotel / Kulik River,RECORD,"2026-05-26. Vacate and abandon easements of interest to Clark County located between Mandalay Bay Road and Four Seasons Drive, and Las Vegas Boulevard South and Haven Street; and a portion of a right-of-way being Mandalay Bay Road located between Las Vegas Boulevard South and Haven Street",VS-26-0218,https://www.clarkcountynv.gov/adobe/assets/urn:aaid:aem:bcdf1925-6c37-4308-b6f6-c718c78c9183/original/as/Paradise-Minutes-052626.pdf#item-vs-26-0218
Hospitality/Tourism,Heart Hotel / Kulik River,RECORD,"2026-07-21. Holdover use permits to expand the gaming enterprise district, resort hotel, and recreational facility; Waiver of development standards to allow non-standard improvements in the right-of-way; Design review for a proposed resort hotel and recreational facility","UC-26-0219 | 11.95 acres | Contact: Nancy Amundsen, Brown, Brown, & Premsrirut. No phone or email in the record.",https://clark.legistar.com/Legislation.aspx#matter-110426
Hospitality/Tourism,Heart Hotel / Kulik River,RECORD,"2026-07-21. Vacate and abandon easements of interest to Clark County located between Mandalay Bay Road and Four Seasons Drive, and Las Vegas Boulevard South and Haven Street; and a portion of a right-of-way being Mandalay Bay Road located between Las Vegas Boulevard South and Haven Street within Paradise","VS-26-0218 | Contact: Nancy Amundsen, Brown, Brown, & Premsrirut. No phone or email in the record.",https://clark.legistar.com/Legislation.aspx#matter-110425
Hospitality/Tourism,Heart Hotel / Kulik River,PRESS,2026-07-21. Resort project replacing failed Las Vegas Strip observation wheel gets green light,,https://news3lv.com/news/local/resort-project-skyvue-failed-las-vegas-strip-observation-wheel-clark-county-commission-zoning-approval
Hospitality/Tourism,Heart Hotel / Kulik River,RECORD,2026-07-21. Holdover tentative map approval,TM-26-500056 | 11.95 acres | Contact: Nancy Amundsen. No phone or email in the record.,https://clark.legistar.com/gateway.aspx?M=l&ID=110427
Hospitality/Tourism,Heart Hotel / Kulik River,PRESS,2026-07-23. Las Vegas Approves Heart-Shaped Casino on SkyVue Site,,https://ggbmagazine.com/articles/las-vegas-approves-heart-shaped-casino-on-skyvue-site/
Hospitality/Tourism,Heart Hotel / Kulik River,PRESS,2026-07-24. Las Vegas Topic Kulik River Capital,,https://news3lv.com/topic/Kulik%20River%20Capital
Hospitality/Tourism,Hilton Resorts resort,RECORD,"Use permit for a monorail on approximately 21 acres in an RM50 (Residential Multi-Family 50) Zone, a CR (Commercial Resort) Zone...",Clark County | approved,https://www.clarkcountynv.gov/adobe/assets/urn:aaid:aem:8340d248-d877-48dc-b600-8d2fc9dffb3e/original/as/Winchester-Agenda-081126.pdf#item-uc-26-0373
Hospitality/Tourism,Hilton Resorts resort,,"Records show 1 filing, dated 2026-07-28.",Clark County | approved,
Hospitality/Tourism,Hilton Resorts resort,RECORD,Party: Hilton Resorts Corporation,"applicant | No phone or email in the record, and no other name alongside it.",https://clark.legistar.com/gateway.aspx?M=l&ID=110667
Hospitality/Tourism,Hilton Resorts resort,RECORD,Party: Tyler Fairbanks,"representative; contact named in the filing | The Boring Company | 3395 Cambridge St, Las Vegas, NV 89169 | No phone or email in the record.",https://clark.legistar.com/gateway.aspx?M=l&ID=110667
Hospitality/Tourism,Hilton Resorts resort,RECORD,2026-07-28. Use Permit for a monorail,UC-26-0373 | 21 acres,https://www.clarkcountynv.gov/adobe/assets/urn:aaid:aem:7592f7a2-1607-4db1-84fd-1e20f3737ec6/original/as/Winchester-Agenda-072826.pdf#item-uc-26-0373
Hospitality/Tourism,Resorts World Aqueduct,,Records show 1 press report.,Clark County | filed,
Hospitality/Tourism,Resorts World Aqueduct,RECORD,"Party: Resorts World Las Vegas, LLC","applicant | No phone or email in the record, and no other name alongside it.",https://clark.legistar.com/gateway.aspx?M=l&ID=108641
Hospitality/Tourism,Resorts World Aqueduct,RECORD,Party: Anthony Leone,"representative | Resorts World | 3000 S. Las Vegas Boulevard, Las Vegas, NV 89109 | No phone or email in the record.",https://clark.legistar.com/gateway.aspx?M=l&ID=108641
Hospitality/Tourism,Resorts World Aqueduct,PRESS,Resorts World New York City launches bid for $5B development,,https://www.hoteldive.com/news/resorts-world-nyc-casino-bid/709443/
